Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2020-11-13T19:23:06+00:00,,,53.406488,-2.988764,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,FALSE
Person search,2020-11-13T19:25:06+00:00,,,53.371253,-3.088741,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,Khat or Cannabis warning,,FALSE
Person and Vehicle search,2020-11-13T19:30:04+00:00,,,53.381977,-2.944101,Male,18-24,Asian/Asian British - Pakistani,Asian,Police and Criminal Evidence Act 1984 (section 1),,Summons / charged by post,,FALSE
Vehicle search,2020-11-13T19:32:58+00:00,,,53.453887,-3.002725,,,,,Misuse of Drugs Act 1971 (section 23),,Arrest,,
Person search,2020-11-13T19:34:55+00:00,,,53.441719,-2.930114,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T19:38:32+00:00,,,53.440813,-2.988055,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,FALSE
Person search,2020-11-13T19:49:01+00:00,,,53.44067,-2.867675,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,,A no further action disposal,,FALSE
Person search,2020-11-13T19:49:58+00:00,,,53.434152,-2.860347,Male,over 34,Other ethnic group - Not stated,White,,,A no further action disposal,,FALSE
Person search,2020-11-13T19:53:46+00:00,,,53.440932,-2.858722,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,,A no further action disposal,,FALSE
Person search,2020-11-13T19:57:22+00:00,,,53.438232,-2.871629,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,,,A no further action disposal,,FALSE
Vehicle search,2020-11-13T20:01:41+00:00,,,53.438232,-2.871629,,,,,,,A no further action disposal,,
Person search,2020-11-13T20:05:59+00:00,,,,,,,Other ethnic group - Not stated,,,,A no further action disposal,,FALSE
Person search,2020-11-13T20:07:34+00:00,,,53.415631,-3.083811,Male,Oct-17,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),,Caution (simple or conditional),,FALSE
Person search,2020-11-13T20:11:23+00:00,,,53.415631,-3.083811,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person and Vehicle search,2020-11-13T20:11:56+00:00,,,53.402994,-3.082662,Male,over 34,Asian/Asian British - Bangladeshi,Asian,,,A no further action disposal,,FALSE
Person and Vehicle search,2020-11-13T20:12:25+00:00,,,53.405861,-3.073815,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,,A no further action disposal,,FALSE
Person search,2020-11-13T20:16:16+00:00,,,53.415631,-3.083811,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T20:19:08+00:00,,,53.40395,-2.99236,Male,18-24,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T20:20:50+00:00,,,53.379772,-3.090957,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T20:21:08+00:00,,,53.434815,-2.868037,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,,A no further action disposal,,FALSE
Person search,2020-11-13T20:23:36+00:00,,,53.434815,-2.868037,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,,A no further action disposal,,FALSE
Person search,2020-11-13T20:26:51+00:00,,,53.415631,-3.083811,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T20:47:54+00:00,,,53.437876,-2.963615,Male,over 34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T20:52:06+00:00,,,53.505825,-2.932708,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T20:53:46+00:00,,,53.505825,-2.932708,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T20:55:48+00:00,,,53.356404,-2.854573,Male,25-34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T20:58:40+00:00,,,53.505825,-2.932708,Female,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T20:58:51+00:00,,,53.330761,-2.989203,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T21:01:32+00:00,,,53.436068,-2.750951,Male,Oct-17,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2020-11-13T21:02:35+00:00,,,53.3706,-3.092316,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,FALSE
Person search,2020-11-13T21:02:47+00:00,,,53.505825,-2.932708,Female,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T21:02:49+00:00,,,53.387493,-3.083156,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,,,A no further action disposal,,FALSE
Person search,2020-11-13T21:06:02+00:00,,,53.379772,-3.090957,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T21:07:40+00:00,,,53.505825,-2.932708,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T21:15:00+00:00,,,53.432103,-2.948071,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T21:20:33+00:00,,,53.371174,-3.092376,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T21:28:13+00:00,,,53.434152,-2.860347,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,,A no further action disposal,,FALSE
Person search,2020-11-13T21:38:42+00:00,,,53.436068,-2.750951,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T21:41:33+00:00,,,53.436068,-2.750951,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person and Vehicle search,2020-11-13T21:45:37+00:00,,,53.656311,-2.998566,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T21:46:01+00:00,,,53.454432,-2.958222,Male,18-24,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),,Arrest,,FALSE
Person and Vehicle search,2020-11-13T21:46:36+00:00,,,53.403933,-2.878704,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,Arrest,,FALSE
Person search,2020-11-13T21:47:28+00:00,,,53.407255,-2.967481,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,FALSE
Person search,2020-11-13T21:54:11+00:00,,,53.407255,-2.967481,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,FALSE
Person and Vehicle search,2020-11-13T22:01:31+00:00,,,53.400969,-2.962254,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,Arrest,,FALSE
Vehicle search,2020-11-13T22:09:39+00:00,,,53.438232,-2.871629,,,,,,,A no further action disposal,,
Person search,2020-11-13T22:10:25+00:00,,,53.438232,-2.871629,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,,A no further action disposal,,FALSE
Person search,2020-11-13T22:10:48+00:00,,,53.432478,-2.860659,Male,18-24,Other ethnic group - Not stated,,,,A no further action disposal,,FALSE
Person search,2020-11-13T22:11:16+00:00,,,53.435411,-2.861546,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,,A no further action disposal,,FALSE
Person search,2020-11-13T22:12:13+00:00,,,53.434815,-2.868037,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,,A no further action disposal,,FALSE
Person search,2020-11-13T22:16:21+00:00,,,,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,,A no further action disposal,,
Person search,2020-11-13T22:19:50+00:00,,,53.41274,-2.913699,Male,over 34,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,FALSE
Person search,2020-11-13T22:33:39+00:00,,,53.433385,-2.747291,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T22:37:28+00:00,,,53.433385,-2.747291,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T22:40:45+00:00,,,53.431893,-2.74445,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T22:42:05+00:00,,,53.430049,-2.958802,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,Summons / charged by post,,FALSE
Person search,2020-11-13T22:46:30+00:00,,,53.430386,-2.967238,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,Arrest,,FALSE
Person search,2020-11-13T22:46:58+00:00,,,53.434815,-2.868037,Male,18-24,Other ethnic group - Not stated,White,,,A no further action disposal,,FALSE
Person search,2020-11-13T22:47:06+00:00,,,,,Male,Oct-17,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Vehicle search,2020-11-13T22:48:37+00:00,,,53.437491,-2.872216,,,,,,,A no further action disposal,,
Person search,2020-11-13T22:50:20+00:00,,,,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,FALSE
Person search,2020-11-13T22:55:18+00:00,,,53.434657,-2.861411,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,,A no further action disposal,,FALSE
Person and Vehicle search,2020-11-13T23:01:34+00:00,,,53.4287,-2.920032,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2020-11-13T23:03:56+00:00,,,53.434657,-2.861411,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,,A no further action disposal,,FALSE
Person search,2020-11-13T23:06:28+00:00,,,53.434815,-2.868037,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,,A no further action disposal,,FALSE
Person search,2020-11-13T23:10:10+00:00,,,53.431107,-2.877278,Male,18-24,Other ethnic group - Not stated,,,,Arrest,,FALSE
Vehicle search,2020-11-13T23:10:33+00:00,,,53.405564,-3.077838,,,,,,,A no further action disposal,,
Person search,2020-11-13T23:19:01+00:00,,,53.438232,-2.871629,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,,A no further action disposal,,FALSE
Person search,2020-11-13T23:20:45+00:00,,,53.407255,-2.967481,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,Summons / charged by post,,FALSE
Person search,2020-11-13T23:22:39+00:00,,,53.351092,-2.850666,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,Summons / charged by post,,FALSE
Person search,2020-11-13T23:25:16+00:00,,,53.434815,-2.868037,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,,,A no further action disposal,,FALSE
Person search,2020-11-13T23:25:53+00:00,,,53.437493,-2.875588,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,Community resolution,,FALSE
Person search,2020-11-13T23:25:55+00:00,,,53.401872,-2.98822,Male,18-24,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T23:28:50+00:00,,,53.438232,-2.871629,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,,,Khat or Cannabis warning,,FALSE
Person search,2020-11-13T23:29:44+00:00,,,53.434449,-2.862821,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,,A no further action disposal,,FALSE
Person search,2020-11-13T23:29:53+00:00,,,53.50076,-2.92628,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,Summons / charged by post,,FALSE
Person search,2020-11-13T23:33:40+00:00,,,53.320919,-2.986874,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person and Vehicle search,2020-11-13T23:37:36+00:00,,,53.397674,-3.044191,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,TRUE
Person search,2020-11-13T23:39:05+00:00,,,53.434815,-2.868037,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,,A no further action disposal,,FALSE
Person and Vehicle search,2020-11-13T23:39:34+00:00,,,53.436725,-2.873631,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,,,A no further action disposal,,FALSE
Person and Vehicle search,2020-11-13T23:41:29+00:00,,,53.656311,-2.998566,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T23:43:49+00:00,,,53.648072,-3.002532,Female,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-13T23:45:45+00:00,,,53.421811,-2.860308,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,,,A no further action disposal,,FALSE
Person search,2020-11-13T23:57:46+00:00,,,53.430711,-2.878685,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,Community resolution,,FALSE
Person search,2020-11-14T00:03:05+00:00,,,53.505825,-2.932708,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person search,2020-11-14T00:08:01+00:00,,,53.379772,-3.090957,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,Summons / charged by post,,FALSE
Person search,2020-11-14T00:09:59+00:00,,,53.506944,-2.930893,Male,Oct-17,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
Person and Vehicle search,2020-11-14T00:37:06+00:00,,,53.384526,-3.086208,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,FALSE
Person search,2020-11-14T00:39:06+00:00,,,53.445673,-2.96754,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,FALSE
